time,"I(IDC|XIN)","P(B6|XIN)","I(ROUT)"
3.042600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.042700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.042800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.042900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.043900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.044900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.045900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.046900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.047900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.048900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.049900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.050900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.051900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.052900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.053900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.054900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.055900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.056900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.057900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.058900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.059900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.060900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.061900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.062900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.063900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.064900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.065900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.066900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.067900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.068900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.069900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.070900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.071900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.072900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.073900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.074900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.075900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.076900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.077900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.078900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.079900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.080900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.081900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.082900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.083900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.084900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085100e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085200e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085300e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085400e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085500e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085600e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085700e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085800e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.085900e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.086000e-09,0.000000e+00,1.968909e+01,0.000000e+00
3.086100e-09,0.000000e+00,1.968909e+01,0.000000e+00
